Title_URL,Image,Judul,Penulis,ISBN,Penerbit,Terbitan,Kategori,Deskripsi
https://www.bukukita.com/Inspirasi-dan-Spiritual/Inspirasional/160961-Flying-High-:-Kisahku-Membangun-AirAsia-oleh-Tony-Fernandes.html,https://www.bukukita.com/babacms/displaybuku/110961.jpg,Flying High : Kisahku Membangun AirAsia oleh Tony Fernandes,"
											Tony Fernandes										",9786020851983,Kaifa ,Februari - 2019,Inspirasional,"DESCRIPTION






Untuk mencapai kesuksesan demi kesuksesan, Tony Fernandes memiliki optimisme, ketekunan, dan keuletan yang luar biasa.
- Joko Widodo, Presiden Republik Indonesia 

Tony Fernandes, pendiri dan CEO Group salah satu maskapai terbaik di dunia, dikenal sebagai sosok yang berani mengambil sikap dan apa adanya. Ditulis dalam kurun waktu 3 tahun, buku ini mengisahkan transformasi Tony dari seorang akuntan sederhana menjadi salah satu miliarder yang diperhitungkan di Asia dan dunia saat ini.

Bagi Tony, AirAsia adalah dongeng, tak selalu menyenangkan dan punya masa gelap. Di tangannya, Tony berhasil menyulap AirAsia dari perusahaan yang semula hendak tamat--dililit banyak utang, defisit hampir 1 juta USD per bulan, punya sedikit rute, dan tak jelas masa depannyamenjadi sebuah industri besar di Asia.

Inilah kisah 16 tahun perjuangan Tony melawan orang-orang yang meremehkannya hingga berhasil mewujudkan mimpinya. Dan akhirnya, pesan Tony kepada semua pemimpi di dunia sederhana saja:

Beranilah bermimpi karena sebagian impian bisa menjadi kenyataan.



***

Menakjubkan! Tony Fernandes telah mencapai hal-hal luar biasadan siapa
yang tahu kesuksesan apa lagi yang akan dia raih?
- Richard Branson, CEO Virgin Group

Tantangan terbesar bagi Fernandes adalah mengelola pertumbuhan usahanya, menghindari perang harga yang merusak, dan menahan godaan untuk memasuki pasar yang berbeda, seperti penerbangan jarak jauh. Untuk saat ini, keunggulan Fernandes atas pesaingnya terlihat tak tergoyahkan.
- The Economist

Buku pebisnis tycoon ini berisi kisah-kisah kegigihan, ketekunan, dan semua yang diperlukan untuk mencapai puncak kesuksesan. Menunjukkan bagaimana beberapa keputusan bisnis disruptif dan keyakinan yang kuat--selain berani belajar dari kesalahan--dapat mengubah mimpi seseorang menjadi nyata.
Sungguh cerita yang sangat liar dan tak terduga!
- Financial Express

Tentang Penulis

Anthony Francis Fernandes atau lebih dikenal dengan Tony Fernandes, merupakan salah satu miliarder yang diperhitungkan di Asia dan dunia saat ini. Dia adalah seorang pengusaha sukses asal Negeri Jiran. Pria yang lahir di Kuala Lumpur ini menyelesaikan pendidikannya di London School of Economics. Dia memulai kariernya di Richard Branson Virgin Communications pada pertengahan 1980-an. Setelah itu, dia sempat berkarier sebagai akuntan, lalu pindah ke London untuk bekerja di Warner Music International sebagai Managing Director Warner Malaysia sebelum merintis kariernya di maskapai AirAsia.

Atas kegigihannya meraih kesuksesan, dia mendapatkan banyak penghargaan. Di antaranya, ASEAN Entrepreneurial Excellence Award pada 2016, Lgion d'honneur dari pemerintah Prancis, dan Asian Business Leaders Award 2017. Baru-baru ini, maskapai yang dipimpinnya pun mendapatkan penghargaan sebagai Best Use of Technology 2018 dalam ajang penghargaan Loyalty Awards.

Diterjemahkan dari: Flying High: My Story from AirAsia to QPR
Penerjemah: Indradya Susanto Putra
Jenis buku: Inspirasi/Bisnis    






"
https://www.bukukita.com/Buku-Novel/Horor/161130-Mereka-ada.html,https://www.bukukita.com/babacms/displaybuku/111130.jpg,Mereka ada,"
											MWV.Mystic										",9786025406928,Loveable ,Maret - 2019,Horor,"
							DESCRIPTION
							""Kisah ini merupakan kisah nyata yang diambil dari narsumber yang jelas kebenarannya. Dan setiap kejadian yang dibuat dalam rangkaian cerita memang benar adanya, kecuali nama dan tempat tinggal yang disamarkan.""
							
						"
https://www.bukukita.com/Buku-Novel/Romance/160486-Merelakanmu-Seutuhnya.html,https://www.bukukita.com/babacms/displaybuku/110486.jpg,Merelakanmu Seutuhnya [Edisi TTD],"
											Yusuf Hamdani										",9789797945787,MediaKita ,Januari - 2019,Romance,"
							DESCRIPTION
							SinopsisMerindukanmu sewajarnya, mengingatmu seperlunya, dan merelakanmu seutuhnya. Aku yakin, aku pasti mampu merelakanmu, tak seharusnya perasaan yang pernah ada untukmu menjadi sebuah penjara yang menjadikanku tidak bebas. Tak seharusnya aku tetap berharap pada hati yang sudah membuatku merasa tak berharga. Dan sudah seharusnya merelakanmu adalah caraku menghargai diriku sendiri.Profil: Yusuf Hamdhani, seorang laki-laki kelahiran Bogor, 23 Januari. Mulai hobi menulis sejak 2013. Baginya, menulis adalah menuangkan perasaan dan pemikiran, agar ketika hati merasa terlukai tidak perlu lagi terlalu bersedih dan menjatuhkan air mata berkali-kali. Ia memfokuskan menulis apa pun yang bisa membuatnya bahagia, dan berharap membuat banyak orang bahagia membaca tulisannya. Merelakanmu Seutuhnya adalah buku keempatnya. Dan saat ini sedang menulis untuk buku-buku selanjutnya. ***Yusuf Hamdhani bisa ditemui di:Instagram : @perkataka dan @yusufhmdhaniTwitter : @yusufhmdhaniWattpad : @yusufhmdhaniYoutube : PerkatakaEmail : yusufhmdhani@gmail.com
							
						"
https://www.bukukita.com/Biografi-dan-Memoar/Biografi/161107-BECOMING.html,https://www.bukukita.com/babacms/displaybuku/111107.jpg,BECOMING,"
											Michelle Obama										",9786023857470,Noura Book Publising ,Maret - 2019,Biografi,"DESCRIPTION

- Ditulis sendiri oleh Michelle Obama, istri Presiden
Amerika Serikat ke-44, Barack Obama,

- Terjual 2 juta eksemplar dalam 15 hari pertama penjualan
& telah diterbitkan dalam 31 bahasa.


Sinopsis


""...bersama, di apartemen kami yang sesak, Ayah dan Ibu mengajariku melihat nilai-nilai dalam setiap kisah kehidupan kami ...bahkan saat kisah itu tidak indah atau sempurna ...""

Dunia Michelle kecil adalah sebuah apartemen sempit di South Side, Chicago, tempat dia dan saudaranya, Craig, dibesarkan dan dididik untuk menjadi pemberani dan tidak takut bicara. Namun kemudian, kehidupan membawanya jauh melangkah, mulai dari Universitas Princeton--tempat dia belajar merasakan menjadi satu-satunya perempuan kulit hitam di sebuah ruangan--hingga ke kantor pengacara tempat dia bekerja dan bertemu Barack Obama, yang kemudian menjadi suaminya. Pertemuan yang mengubah semua rencana hidupnya.



Dalam buku ini, untuk pertama kalinya, Michelle Obama menggambarkan tahun-tahun pertama pernikahannya, ketika dia berjuang menyeimbangkan pekerjaan dan keluarganya dengan karier politik suaminya yang bergerak cepat. Dia juga mengungkap drama pencalonan suaminya sebagai presiden hingga perannya sebagai tokoh yang populer, sekaligus sasaran kritik.

Dengan narasi yang anggun, penuh humor, dan keterusterangan, Michelle menuturkan kisah di balik layar kehidupannya selama delapan tahun di Gedung Putih yang membuatnya tak hanya dikenal, tetapi juga semakin mengenal negaranya.


Melalui Becoming, sebuah memoar yang jujur dan berani, Michelle Obama menggugah kita untuk bertanya: Who are we and who do we want to become?

MICHELLE ROBINSON OBAMA menjabat sebagai Ibu Negara Amerika Serikat pada 2009-2017. Lulusan Universitas Princeton dan Sekolah Hukum Harvard ini memulai kariernya sebagai pengacara di firma hukum Chicago Sidley & Austin, tempat dia bertemu calon suaminya, Barack Obama. Dia kemudian bekerja di kantor wali kota Chicago, di Universitas Chicago, dan di Pusat Medis Universitas Chicago. Dia juga mendirikan cabang Chicago Public's Allies, sebuah organisasi yang mempersiapkan kaum muda untuk berkarier dalam pelayanan publik.
Keluarga Obama saat ini tinggal di Washington DC dan memiliki dua anak perempuan, Malia dan Sasha.


***

Kategori        Biografi
Ukuran    15 x 23 cm
ISBN        978-602-385-747-0    
Jumlah halaman    576 hlm (560 halaman isi BW+ 16 halaman sisipan foto FC)
Penerjemah    Penerjemah: Nuraini Mastura
Penyunting: Benedicta
Jenis Kertas Isi    Book Paper 55 gr, BW
Jenis Kertas Sampul    FC 4/0 art carton 230 gr, glossy, embosse
"
https://www.bukukita.com/Biografi-dan-Memoar/Biografi/161108-FEAR:-Trump-di-Gedung-Putih.html,https://www.bukukita.com/babacms/displaybuku/111108.jpg,FEAR: Trump di Gedung Putih,"
											Bob Woodward										",9786023857098,Noura Book Publising ,Maret - 2019,Biografi,"
							DESCRIPTION
							""Kekuatan yang sesungguhnya adalah  rasa takut.""- Donald Trump,dalam wawancara dengan Bob Woodward dan Robert Costa pada 31 Maret 2016 di Old Post Office Pavilion, Trump International Hotel, Washington DC.Karakternya emosional, meledak-ledak, tidak dapat diprediksi; semua tergambar dalam setiap kebijakannya. Seolah membuktikan keyakinan pada ucapannya, semua geraknya menimbulkan ketakutan, tak hanya di kalangan Gedung Putih--yang harus siap siaga mengatasi kekacauan yang dibuatnya--dan masyarakat Amerika, tetapi juga masyarakat dunia.Buku ini mengungkapkan dengan detail kehidupan mengerikan di dalam Gedung Putih, yang belum pernah terjadi sebelumnya: keputusan militer yang diumumkan lewat twitter, kebijakan luar negeri Korea Utara dan Afghanistan yang memicu perang; reformasi pajak; aturan perdagangan dan penentuan tarif yang mempengaruhi ekonomi global.Bob Woodward--pembongkar skandal Water Gate di era Nixon, peraih dua Pulitzer Prize, dan penulis buku delapan presiden Amerika sebelumnya--menuliskan ulah Trump berdasarkan data dari ratusan jam wawancara dengan sumber tangan pertama, catatan rapat, buku harian pribadi, file, dan dokumen. ""Belum pernah terjadi sebelumnya."" CNN"" ...menunjukkan administrasi yang rusak, dan yang terjadi selanjutnya bisa lebih buruk lagi.""- David A. Graham, The Atlantic""Penulis adalah jurnalis yang sangat dihormati, yang memiliki rekam jejak penulisan tentang presiden AS dengan bakat luar biasa untuk mendapatkan detail di balik layar. ""- POLITICO Playbook TENTANG PENULISBOB WOODWARD adalah editor rekanan di The Washington Post, tempatnya bekerja selama 47 tahun. Bob pernah meraih dua Penghargaan Pulitzer, yang pertama bersama Carl Bernstein untuk liputan mengenai skandal Watergate, dan yang kedua pada 2003 sebagai wartawan utama untuk liputan serangan teroris 9/11. Dia telah menelurkan 18 buku, seluruhnya bestseller nonfiksi tingkat nasional. Dua belas di antaranya bestseller nomor 1 tingkat nasional.Karya-karyanya antara lain: The Last of the Presidents Men, The Price of Politics, Obama's Wars, The War Within: A Secret White House History, 2006-2008, State of Denial, The Secret Man (dengan Carl Bernstein), Plan of Attack, Bush at War, Maestro: Greenspan's Fed and the American Boom, Shadow: Five Presidents and the Legacy of Watergate, The Choice, The Agenda: Inside the Clinton White House, The Commanders, Veil: The Secret Wars of the CIA, 1981-1987, Wired: The Short Life and Fast Times of John Belushi, The Brethren (dengan Scott Armstrong), The Final Days (dengan Carl Bernstein), dan All the President's Men (dengan Carl Bernstein).
							
						"
https://www.bukukita.com/Biografi-dan-Memoar/Memoar/161109-Paket-Khusus-Buku-Becoming+Fear.html,https://www.bukukita.com/babacms/displaybuku/111109.jpg,Paket Khusus Buku Becoming+Fear [Pre Order],"
											Michelle Obama / Bob Woodward										",-,Noura Book Publising ,Maret - 2019,Memoar,"
							DESCRIPTION
							+ BECOMING... Melalui Becoming, sebuah memoar yang jujur dan berani, Michelle Obama menggugah kita untuk bertanya: Who are we and who do we want to become?.. + FEAR... Buku ini mengungkapkan dengan detail kehidupan mengerikan di dalam Gedung Putih, yang belum pernah terjadi sebelumnya: keputusan militer yang diumumkan lewat twitter, kebijakan luar negeri Korea Utara dan Afghanistan yang memicu perang; reformasi pajak; aturan perdagangan dan penentuan tarif yang mempengaruhi ekonomi global...
							
						"
https://www.bukukita.com/Biografi-dan-Memoar/Biografi/161106-Raden-Dewi-Sartika.html,https://www.bukukita.com/babacms/displaybuku/111106.jpg,Raden Dewi Sartika,"
											E. Rokajat Asura										",9786027926479,Pustaka Iman ,Maret - 2019,Biografi,"
							DESCRIPTION
							Tak ada tanda-tanda istimewa saat Raden Ayu Rajapermas - istri Raden Rangga Somanagara seorang Patih Kadipaten Bandung melahirkan putri keduanya Raden Dewi Sartika  selain kebahagiaan. Tetapi kemudian Dewi Sartika - sang aktivis dan pelopor pendidikan dari Pasundan  itu melewati waktu dengan kehebohan demi kehebohan. Pernah mengalami insiden patah tulang saat bermain yang menyebabkan ia menjadi kidal, menolak pinangan dua laki-laki bangsawan sebelum memilih seorang duda dari kalangan lebih rendah sebagai sikap menolak perjodohan dan poligami. Pada usia sepuluh tahun menghebohkan karena telah berhasil 'menyulap' anak-anak para pembantu di kepatihan bisa baca tulis dan mengucapkan beberapa patah kata bahasa Belanda. Kehebohan kemudian berlanjut ketika ia berhasil meluluhkan Bupati Bandung - R. Adipati Aria Martanegara yang tak lain adalah 'musuh' besar keluarganya sebagai buntut politik devide et impera Residen J.D. Harders - membantu meluluskan membangun sekolah istri. Ketika Sekolah Istri yang didirikannya menuai kecurigaan Pemerintah Kolonial Belanda, Dewi Sartika berhasil meyakinkan Inspektur Pengajaran Hindia Belanda C. De Hammer berbalik haluan mendukung kiprah putri pemberontak itu. Dukungan juga muncul dari tokoh pergerakan nasional H.O.S Cokroaminoto. Hambatan terbesar justru datang dari keluarga yang menganggap tabu seorang anak perempuan mengenyam pendidikan. Persinggungan dengan sahabat suaminya - Sosrokartono dan Kardinah yang tak lain adalah kakak dan adik R.A. Kartini membuktikan bagaimana gagasan untuk membuka kran pendidikan bagi perempuan yang selama ini dianggap tabu itu tidak hanya lokal Pasundan melainkan mendapat apresiasi secara nasional. Dalam sebuah tulisan yang dipublikasikan di media cetak saat itu, Raden Dewi Sartika menulis: ""Alangkah sedihnya mereka yang tidak bisa membaca dan menulis, karena orang yang demikian ibarat hidup di dalam kegelapan atau umpama orang buta yang berjalan di tengah hari. Maka jika jadi perempuan harus bisa segala-gala."" Gagasan itulah yang kemudian melahirkan Sekolah Kautamaan Istri dengan mengusung konsep cageur (sehat), bageur (baik) bener (benar), pinter (pintar), dan wanter (percaya diri). Dewi Sartika tak sekadar pencetus pendidikan kaum perempuan, tetapi seorang aktivis berintegritas yang mewakafkan kehidupannya untuk pendidikan. Tak heran bila menjelang wafatnya di pengungsian Desa Cineam hanya satu yang selalu dipikirkannya yaitu bagaimana kelangsungan sekolahnya, yang mengakibatkan penyakit gulanya kronis.Endorsement:""Yang harum akhirnya semerbak juga. Sebagai seorang aktivis, Dewi Sartika memiliki integritas kepribadian yang tinggi, naluri yang tajam terhadap strategi dan keseimbangan di dalam totalitas aksi-reaksi-kontemplasi. Sungguh sukar dicari tandingannya. Sekolahnya ia namakan Sakola Istri yang lalu berubah menjadi Sakola Kautamaan Istri, menunjukan bahwa ia memiliki naluri terhadap strategi dan keseimbangan. Jarang aktivis yang memiliki kelebihan sifat seperti itu, yang sempat saya saksikan punya kombinasi demikan hanyalah Soe Hok Gie dan Abdurrahman Wahid.""- W.S. Rendra, sastrawan dan penyair
							
						"
https://www.bukukita.com/Buku-Novel/Remaja/161110-Young-Marriage.html,https://www.bukukita.com/babacms/displaybuku/111110.jpg,Young Marriage [Edisi TTD+Photocard],"
											Young Marriage										",9786026716453,Pastel Books ,Maret - 2019,Remaja,"
							DESCRIPTION
							SinopsisNabilla sering melanggar peraturan dan tidak pernah kapok meski sudah mendapat surat peringatan. Sebagai ketua OSIS, Briyan harus turun tangan. Bagi Nabilla, Briyan musuh yang hobi mencari-cari kesalahan. Sudah sok ganteng, sok galak pula. Sialnya takdir justru selalu mengkonfrontasikan mereka. Saat jalan berdua mereka menemukan seorang bayi yang ditelantarkan di sebuah taman. Mereka tidak ingin menelantarkan bayi itu, seperti yang telah orangtuanya lakukan. Akhirnya mereka memutuskan untuk merawat bayi itu bersama-sama. Tapi ... bagaimana mungkin mereka sanggup merawat bayi, kalau setiap hari kerjaannya perang mulut melulu?Kelebihan buku:""Ceritanya cute, karakternya likeable.""- Prisca Primasari, penulis buku Purple Eyes dan Love Theft Series""Aku udah baca lima kali dan tidak pernah bosan.""- @alchacha_""Sekali baca langsung ketagihan. This is my favorite novel.I can't stop reading Young Marriage.""- @hasanhina
							
						"
https://www.bukukita.com/Agama/Islam/161066-Keajaiban-Al-Quran-&-Rahasia-Kalimat-Tauhid.html,https://www.bukukita.com/babacms/displaybuku/111066.jpg,Keajaiban Al-Quran & Rahasia Kalimat Tauhid,"
											Imam Fakhruddin Ar-Razi										",9786239004200,Turos Pustaka ,Februari - 2019,Islam,"DESCRIPTION


SEKILAS TENTANG BUKU
Isi:
-    Keutamaan kalimat tauhid
-    Rahasia penjelasan ayat al-Quran atas ayat yang sulit dimengerti
-    Penafsiran atas kalimat-kalimat rahasia dalam al-Quran
-    Cara mengenal Allah melalui ciptaannya
-    Menguak misteri penciptaan manusia
-    Rahasia dan nama-nama kalimat tauhid
-    Penjelasan mendalam mengenai kalimat tauhid
-    Fikih kalimat tauhid
-    Kalimat tauhid dalam sudut pandang bahasa dan tasawuf

-    Ditulis oleh seorang ulama tafsir
-    Penulis menguasai beragam disiplin ilmu
-    Pembahasan yang terfokus pada satu persoalan
-    Disusun secara sistematis dan mudah dimengerti
-    Penafsiran yang rinci dan menyeluruh

Nama-nama Kalimat Tauhid
1.    Kalimat yang murni (Kalimah al-Ikhlsh)
2.    Kalimat Kebaikan (Kalimahal-Ihsan)
3.    Seruan Kebenaran (Dawahal-Haqq)
4.    Kalimat Keadilan (Kalimahal-Adl)
5.    Kalimat yang Baik (al-Kalimahath-Thayyibah)
6.    Kalimat Takwa (Kalimahat-Taqwa)
7.    Kalimat Tertinggi (Kalimatullahal-Ulya)
8.    Sifat yang Mahatinggi (al-Matsal al-Ala)
9.    Pedoman yang Sama (Kalimahas-Sawa`)
10.    Kalimat Istikamah (Kalimahal-Istiqamah)
11.    Kunci Langit dan Bumi (Maqalidas-Samawat wa al-Ardh)
12.    Kebajikan (al-Birr)
"
https://www.bukukita.com/Buku-Novel/Romance/161024-Secret.html,https://www.bukukita.com/babacms/displaybuku/111024.jpg,Secret(Ary),"
											Faitna Y										",9786237078005,Grass Media ,Maret - 2019,Romance,"
							DESCRIPTION
							1.    Penulis aktiv di sosial media, memiliki akun instagram @fya.books dengan 567 followers.2.    Naskah  Secret(Ary) telah dibaca dibaca sebanyak  1,8 Juta kali, 250 ribu Voted.3.    Penulis aktiv berinteraksi dengan pembacanya, memiliki 83,3 ribu pengikut di wattpad dengan nama akun @freelancerAuthor4.    Faitna telah menerbitkan dua cerita berjudul Saga ( Self Publishing ) dan The Wedding Bloom ( Self Publishing ), Secret(Ary) merupakan buku ketiga yang berhasil diterbitkannya.5.    Secret(Ary) menceritakan tentang pasangan yang bertemu di perusahaan properti milik lelaki bernama Garyzka. Geihara yang berprofesi sebagai sekretaris Garyzka memiliki ketertarikan terhadap atasannya tersebut. Mereka memiliki hubungan yang tidak biasa, karena Garyzka tidak suka berkomitmen dengan faktor dari masa lalu kelam keluarga. Hubungan yang tidak jelas statusnya itu membuat Geihara hamil, bukannya mengatakan kehamilannya, Geihara memilih merahasiakannya dan resign dari perusahaan.SinopsisDemi menyenangkan Garyzka--pemilik dari perusahaan terbesar di Asia Tenggara--Geihara menerima kesepakatan yang ditawarkan Garzyka.  Hubungan yang dijalani keduanya hanya untuk kesenangan, bukan sebagai teman, sahabat, apalagi kekasih. Namun, sepertinya Tuhan tidak mengizinkan Geihara untuk bahagia menjadi selingan bagi Garyzka. Ary adalah kesalahan terbesar sekaligus pertanda sebuah kehidupan baru. Namun, Geihara yakin bahwa Ary harus menjadi rahasia agar tidak dicemooh oleh pihak mana pun. Ary adalah prioritas kebahagiaan utama baginya dan Geihara akan melakukan apa saja agar Garyzka tidak menemukan rahasia terbesarnya.Sayangnya, setiap rahasia yang sengaja dipendam akan terkuak juga.
							
						"
https://www.bukukita.com/Buku-Novel/Romance/161011-BTS-SEASONS-OF-LOVE.html,https://www.bukukita.com/babacms/displaybuku/111011.jpg,BTS SEASONS OF LOVE,"
											Freiya Sand										",9786026682444,Inari  ,Maret - 2019,Romance,"
							DESCRIPTION
							Baby baby 그대는caf latte 향보다포근했던 그 느낌기억하고 있나요 Baby baby, you werewarmer than thescent of a cafe latteDo you remember that feeling?Menghabiskan empat musim bersama ketujuh anggota BTS mungkin menjadi impian terbesarmu. Bersepeda, menghadiri festival makanan di Jepang, menginap di resort mewah, menikmati keindahan padang bunga, menaiki Ferris Wheel, dipotret setiap saat, dan membangun istana pasir. Semua dirangkum menjadi ilustrasi yang indah.Buka buku ini dan nikmatilah perjalanan menjadi kekasih biasmu!Spending four seasons together with seven members of BTS might be your biggest dream. Bicycling, visiting food festivals in Japan, staying at luxurious resort, enjoying the beauty of flower fields, riding Ferris Wheel, getting photos taken every time, and building sandcastles. Everything is summarized into beautiful illustrations. Open this book and enjoy your journey as your bias girlfriend!'
							
						"
https://www.bukukita.com/Buku-Novel/Romance/161012-DEAR-OPPA.html,https://www.bukukita.com/babacms/displaybuku/111012.jpg,DEAR OPPA,"
											Borassaem										",9786026682406,Inari  ,Maret - 2019,Romance,"
							DESCRIPTION
							Dear Oppa,오빠그거알아요? 오빠덕분에제인생이바꼈어요. 예전에우울한사람이지만오빠덕분에밝은사람이됐어요. Oppa geugeo arayo? Oppa deokpune je insaengi bakyeosseoyo. Yejeone uuran saramijiman oppa deokpune balgeun sarami dwaesseoyo.Apakah Oppa tahu? Karena Oppa hidupku berubah. Dulu, aku adalah orang yang murung tapi karena Oppa aku menjadi orang yang ceria.Buat kamu, yang saking sukanya sama K-Pop Idol, pernah nggak sih pengin nulis fan letter untuk bias tersayang? Apalagi kalau pakai Bahasa Korea, pasti kemungkinan untuk di-notice lebih besar, kan?Nggak usah takut buat mulai belajar! Buku ini akan membantumu untuk mengungkapkan terima kasih, permintaan maaf, dukungan, dan mungkin harapanmu pada bias-mu.Salam,@BorassaemP.S. Buku ini full colour dan ada ilustrasinya oleh @deirikaaBuat yang nggak suka belajar, jangan khawatir, nggak bakal ngantuk kok.Ada contoh surat-surat lucunya juga^^
							
						"
https://www.bukukita.com/Buku-Novel/Romance/161013-GISELLE.html,https://www.bukukita.com/babacms/displaybuku/111013.jpg,GISELLE,"
											Akiyoshi Rikako										",9786025297298,Haru Media ,Maret - 2019,Romance,"
							DESCRIPTION
							Lima belas tahun yang lalu, prima balerina Himemiya Mayumi tak sengaja menusuk dirinya sendiri hingga mati dalam usahanya menyerang Karebayashi Reina, saat balet Giselle ditampilkan. Giselle pun menjadi judul terlarang dalam Tokyo Grand Ballet.Lima belas tahun kemudian, sebagai perayaan ulang tahun Tokyo Grand Ballet, Giselle diputuskan untuk ditampilkan kembali.Akan tetapi, saat mereka mulai mempersiapkan pertunjukan, arwah Mayumi mulai muncul. Berbagai kecelakaan dan kejadian nahas pun terjadi beruntun.Sebenarnya mengapa arwah Mayumi kembali? Apa yang sebenarnya terjadi lima belas tahun silam?
							
						"
https://www.bukukita.com/Ekonomi-dan-Manajemen/Marketing/160887-Digital-Marketing-In-Action-2nd-Edition.html,https://www.bukukita.com/babacms/displaybuku/110887.jpg,Digital Marketing In Action 2nd Edition,"
											Juanda Rovelim & Jimmy Susanto										",9786027480117,PLP Book ,Februari - 2019,Marketing,"DESCRIPTION

90 STRATEGI MUDAH DAN EFEKTIF UNTUK MEMENANGKAN PERSAINGAN DI ERA DIGITAL



Buku yang Dahsyat. Jika Anda ingin merevolusi bisnis Anda untuk bersaing di dunia digital, buku ini menjelaskan secara detail strategi praktis dan dengan panduan langkah demi langkah melaksanakannya.



Tung Deseni Waringin
Pelatih Sukses No.1 Di Indonesia (Versi Majalah Marketing).
Penulis Buku Terlaris Rekor MURI ""Financial Revolution"" dan ""Marketing Revolution""



Jika dahulu orang-orang melakukan berbagai hal secara konvensional, kini dengan cara yang lebih modern, dengan cara yang serba digital. Mengapa? karena dunia terus mengalami perubahan. Dan, kalau Anda tidak dapat menyesuaikan diri, Anda bisa tertinggal. Sebab itu, penting bagi Anda untuk mengetahui bagaimana menggunakan yang digital itu, yakni internet, secara maksimal, agar Anda bisa mencapai tujuan Anda. Seperti yang dijelaskan dalam buku ""Digital Marketing in Action"" karya Jimmy Susanto dan Juanda Rovelim, Anda akan lebih terbuka lagi mengenai perubahan, khususnya dalam memasarkan bisnis. Baca buku ini, perjuangkan mimpi Anda, dan berkaryalah untuk negara kita tercinta. Indonesia, Pasti Bisa!""


Merry Riana
Motivator Wanita Nol di Indonesia fc Asia
Tokoh Inspirasi Buku & Film 'MERRY RIANA: Mimpi Sejuta Dolar'
TV Host Tm Possible' on Metro TV
Radio Host 'The Merry Riana Show' on Sonora Network
www.MerryRiana.com


Kebanyakan penjual ingin meningkatkan penjualan hanya memakai iklan dan itu bisa jadi pemborosan. Banyak cara yang bisa di lakukan selain iklan, Anda bisa pelajari banyak cara di buku ini, Digital Marketing in Action membahas secara detail dan siapapun dapat mempelajarinya.


Ardans Dachlan
Penulis Buku Best Seiler
Tour Travel Revolution
"
https://www.bukukita.com/Buku-Novel/Romance/160948-Dongeng-Dongeng-Yang-Tak-Utuh.html,https://www.bukukita.com/babacms/displaybuku/110948.jpg,Dongeng-Dongeng Yang Tak Utuh (Promo Best Book),"
											Boy Candra										",9789797945794,MediaKita ,Februari - 2019,Romance,"
							DESCRIPTION
							Blurb:Selain di langit, Tuhan juga menciptakan surgadi tatap matamu dan di setiap ketidakwarasanku akan kamu.ingatlah; aku adalah pelukan hangatyang kau ubah menjadi pipi yang basah.Lalu,--berakhir patah.Kelebihan:    Penulis aktif di berbagai media sosial dengan jumlah pengikut yang cukup banyak.    Dongeng-Dongeng yang Tak Utuh merupakan buku puisi kedua dari Boy Candra yang mayoritas menulis buku prosa senandika ataupun novel.    Beberapa puisi dalam buku ini sudah pernah di-posting di akun media sosial Boy Candra dan mendapatkan respons yang baik.    Tidak hanya bertema romance, puisi-puisi di dalamnya terdiri dari berbagai macam tema, mulai keluarga sampai kehidupan sosial.Profil: Boy Candra, lahir di Paritdesa kecil di Malalak, Kabupaten Agam, Sumatra Barat, 21 November 1989.  Lulusan jurusan Administrasi Pendidikan Universitas Negeri Padang dan sedang melanjutkan program pascasarjana di jurusan dan kampus yang sama. Sejak 2013, sudah menerbitkan 14 judul buku berbagai genre dan tersebar di toko-toko buku Nusantara. Buku puisi pertamanya, Kuajak Kau Ke Hutan dan Tersesat Berdua (2016).  Buku puisi kedua ini, Dongeng-Dongeng yang Tak Utuh, berisi kumpulan puisi yang ditulis sepanjang 20142018.  Kini, dua judul novelnya sedang diadaptasi menjadi film layar lebar. Selain menulis, Boy Candra juga mengisi undangan acara kepenulisan kreatif ke berbagai kampus dan sekolah di Indonesia. Selain itu, ia juga menghadiri dan berbicara di beberapa acara festival buku dan sastra: Minang Book Fair 2016, Islamic Book Fair 2017, Makassar International Writers Festival 2018, Payokumbuah Literasi Festival 2018, dan lain-lain. Bermedia sosial dengan nama: boy candra  
							
						"
